"betaAA","phi","kappa","alpha","zeta","betaHD","betaHI"
0.00928195663629035,0.00196836215815284,1.70553916327746,0.41705147583901,0.00705198165296482,0.00782427665952821,0.000290394962839993
0.00497912288774128,0.00274088947931985,1.86997400663578,0.450827101568537,0.00654000554664166,0.00856965792376234,0.00138120579944902
0.00488397819844931,0.0052542557984255,2.93129387852228,0.370157156628962,0.00729273671298591,0.00903232458675966,0.000179279974963682
0.0066261324328946,0.00213208317634161,2.82281854037473,0.47785762995579,0.00740855888984465,0.00949337280066708,0.00132974894087449
0.00215707828055429,4.44105203962785e-05,1.15319697844261,0.530746866085082,0.00891477336475892,0.00825995384802582,0.00195729746249409
0.0053481125726112,0.00411628204464342,3.41455830890452,0.436069898462291,0.00734057006952175,0.00844311380612483,0.00138064210710865
0.000596329028016625,0.00192152672694438,3.81028349108592,0.548640456573252,0.0140554601403519,0.00654444234534263,0.00183506884259326
0.00322111011932396,5.79342210355461e-06,0.718222011248533,0.540580708146728,0.0109532680940211,0.00522021351787176,0.002087789193808
0.002262649147323,8.45311685707372e-05,0.369328236913465,0.513729451617062,0.0115311616508684,0.0052682707129401,0.00235099768695501
0.00055619256750613,0.0015238585213658,3.9864782363313,0.580367437656699,0.0108529537965267,0.00590621227351394,0.00440947340171396
0.00236803955695699,0.00437549910119062,2.58016572789294,0.441463404554707,0.00899452046944465,0.00657908560638786,0.0013284448131653
0.00973103888161042,0.00177861245362945,1.51562091960523,0.435446119070022,0.00861459928469423,0.00536952954200181,0.000662192621678685
0.00549187145913049,0.00140962747990221,2.03656370666598,0.484313791284739,0.00803849886083156,0.00753361390859588,0.000558866435401093
0.000489954605551084,0.00356216337911484,4.40567221452912,0.522834422050568,0.0124076367394895,0.00746970334144554,0.000523609106935286
0.00650348187957395,0.00192553128797461,2.11370347978921,0.473720838856288,0.00856167656052525,0.00766878631783573,0.00115172773110917
0.00136151168877427,0.00349241223121027,1.61481154109196,0.455496752437676,0.0104884862581979,0.00681624324943603,0.00231949307265392
0.000836272607537408,0.00558655064293568,2.68168043913385,0.39536933897431,0.0087059625911031,0.00942340993725603,0.00043878564176741
0.00194284322718441,0.000849516276761748,2.80861380985127,0.526465451037914,0.0123082069407528,0.007720501512798,0.000406600633506888
0.00131160519010343,0.0030468955951535,0.940089359736841,0.451313765591252,0.00919355488734478,0.007797665585581,0.00124455847766066
0.00215643540159204,0.000205211909767886,0.318331604322625,0.537543269278659,0.00847318056642969,0.0056099030476556,0.00300057008709402
0.0037758284169746,0.00125143993934485,1.48904924096406,0.509631069265868,0.00966615092712282,0.00871653304325468,0.00113196673653763
0.00363428153597377,0.00146545783390813,1.7581280912927,0.484363781241632,0.00681936838005572,0.00746106445028297,0.00122885959245697
0.0018051898775373,0.00553084608378282,2.8808936395307,0.388947400484739,0.00955059732127095,0.0085453109059116,0.000409681846823865
0.0023239117163058,0.00419404088325513,3.24366936390643,0.453185776257706,0.00903482074381202,0.00904583056342674,0.000552058580361217
0.00347668842470691,0.00280645664105862,3.58627372513054,0.507338225568894,0.0115950167466322,0.00544223753618778,0.00371858664663608
0.000129776791778254,0.00111611948617357,0.550889413067638,0.534316915978267,0.00787449589063798,0.00571285538214183,0.00218821713278836
0.00196717953771189,0.00202252181297121,1.81084883150489,0.478313351342309,0.00810251405859356,0.00816262576907738,0.0020556808686077
0.00287861279901192,0.00574026238420575,3.2455737040833,0.38083824926435,0.0102690673363931,0.00809085293499696,0.00038487866165206
0.00365819529246051,0.00116428711128411,1.68016867085862,0.452381888788018,0.00988092768634668,0.00722412128784592,0.000301624182352916
0.0044795879981875,0.00158025165971467,2.13142503258605,0.516646048244817,0.0108185350704127,0.00587862344656051,0.00141674744959471
0.00428874215067327,0.00336979959826869,2.97692516241775,0.440290580303055,0.00861934969643695,0.00741351690899467,0.00045218855305485
0.00200942866537082,0.00383643198139948,3.13885996270566,0.477003590989514,0.0114951193805849,0.00674785578524244,0.00148006728885861
0.0155764764387121,0.000530472765151325,0.395643946355945,0.400551652246414,0.00602979669269554,0.00656081863956939,0.000337129667565227
0.0044891088515526,0.000999769398836978,2.68720208361684,0.50295483946697,0.00884071010537402,0.00627597174576339,0.0022272186401154
0.00155076353314986,0.00267268839187249,3.71200786278639,0.498922981738478,0.0104784257083729,0.00590814237125402,0.000894373411239986
0.00338393137721352,0.00468521772940314,3.51933666705974,0.44193016606046,0.00732137339794037,0.00960505484536994,0.00102724950917938
0.00246888881119108,0.000486249422331916,0.599455927809484,0.488636116937701,0.00905156496738709,0.00772549190124202,0.000180032748250837
0.000637511132174305,0.00600285691845317,3.21267356428967,0.41140347270472,0.00950861476287025,0.00963994850638457,0.000458687607535076
0.000976222536904484,0.0032285685291245,1.55088162899698,0.45840624523188,0.00938052642923215,0.00685313789246444,0.0013326905766212
0.00834447976589092,0.00159136195774633,0.624004164855298,0.418111017148474,0.00656025771900163,0.00868552251499058,0.000279329753740496
0.000654920298617178,0.00199721787521565,2.5284830863672,0.524375566904042,0.00859185580318025,0.00695056168017214,0.00117156959948995
0.00368200861501423,0.00193859750103297,1.79029870612311,0.486522106135365,0.01000290874082,0.00498023064102869,0.0019651578996184
0.00598344708817398,0.00123313775355879,0.464763957120888,0.472380638149356,0.00672668574413064,0.00856324549052578,0.00164105151079177
0.000137346058310914,0.00630981184768014,4.96534583586128,0.441500204748698,0.0120710493919657,0.00765993611933736,0.000517441212872265
0.0043616841718707,0.00186633166526148,2.60036215460042,0.453169261968979,0.0091284305516153,0.00890142079418725,0.000500650805449232
0.00534558014221869,0.00257605847810799,2.21970211572062,0.453395137029005,0.00729155012094209,0.00762529451638133,0.00190038971100532
0.00196137150135451,0.000224143315950826,2.06939806673618,0.563668814338473,0.00946166596229851,0.010468996471999,0.000617959416747212
0.000162986938474324,0.00228195854738605,1.90648856198092,0.4551714028773,0.0116639833590694,0.00709655396709302,0.000640001377055003
0.00341238727414524,0.00315692655096139,3.40962901985081,0.479236248684624,0.0117424503521608,0.00711781388343952,0.00113904560998047
0.000267176762578568,0.00167340223781159,4.07405942181066,0.567772095070277,0.0117472693582337,0.00444507055327627,0.00399318831957091
0.00838313681042218,0.00221987334164872,1.54914554666135,0.427790015159332,0.0089817322154049,0.00779772021108096,0.000697683435720025
0.00275803661904821,0.00311603161274632,3.91473308880084,0.507325409387636,0.00965804464282734,0.00614315640304666,0.00251949865728494
0.00230349798997381,0.00413487677075845,3.08579941964947,0.465205529574028,0.00940068763206012,0.00751844748903694,0.00144868058320024
0.000759934977585234,0.002838627181145,2.75608808756722,0.499616923854742,0.011191393197993,0.00735803554471166,0.000262606959835026
0.000978865863901401,0.00522143268030865,4.8114896428409,0.47617799959659,0.013775656004749,0.00664430911184961,0.000858112202970177
0.00518116962253859,0.00252838849699022,1.72190846154019,0.444314399002643,0.00995876388014227,0.00741951676688341,0.00025991108863434
0.00160684256030984,0.000416962382158835,1.19261661825253,0.55455283135232,0.0117473683701834,0.00441679495768591,0.00324268045626371
0.00111768458203047,0.00434502399718694,3.4135664960426,0.451112664043386,0.0117340443237529,0.00678236199209278,0.00129146084744262
0.00617130487364235,3.03581146632109e-05,0.651348139591203,0.503925852494376,0.00909465234780016,0.00779464619443198,0.000493365668434028
0.000778609858325364,0.00349344963632439,2.65417544854841,0.447005764103207,0.00844889139866014,0.00826800988847698,0.00107798726427413
0.00106549517774715,0.00412010952829003,2.04141804692009,0.442564228382332,0.00759719900562203,0.00794145812355019,0.00141105692867609
0.00618345112167369,0.0010681421881949,1.61526384188314,0.442383404200049,0.00760266842873541,0.00847265755078684,7.2613049830413e-05
0.00231948797190455,0.00268348826713295,3.63417360908088,0.495782766106564,0.00851308467461391,0.00631592613772934,0.00127350476334595
0.000293036303860257,0.0035929994048637,4.7050725162095,0.527353876158394,0.0108198368834837,0.0071727362610794,0.000429941795195764
0.00116152814795074,0.00346345169980658,2.89906260900716,0.490307254757656,0.0128911590480013,0.00597672760350165,0.000429537970017256
0.00327376816662068,0.00631492439962518,3.3132847466484,0.377460470242127,0.00723579442150825,0.00753190095517912,0.000481251310342446
0.00378256377105339,0.00275757068011178,1.05869392113445,0.409014356081573,0.00697322905046602,0.00969356793421662,0.000129767948391809
0.00235361371155434,0.00610716702234878,3.45622905686234,0.400420118768466,0.00863812435560797,0.0091162592283715,0.000871646666452799
0.00209751847215301,0.00086726649669276,3.11716327939512,0.545366079696504,0.00937700482985588,0.00802397728084067,0.00185343556180576
0.0047176691349912,0.00325922278362377,2.07865171607825,0.447554308910354,0.00911616372073289,0.00856691787442608,0.000165391963477021
0.00418028808694175,0.000951688446871793,2.70668706630369,0.534373702471587,0.0121472822883038,0.00642297693587423,0.00233750909678222
0.00400156709494584,0.00393839707886918,3.39943396715784,0.44960733532999,0.00902124905717293,0.0062719254206319,0.00159428224981056
0.00206209620011233,0.0043860726016793,3.32691453770907,0.464104172041519,0.00851528193595892,0.00826704024369107,0.00098147605374523
0.0102175817509197,0.000880232326273904,1.25504917245472,0.42530237884523,0.00525990239382619,0.00857309786619522,0.0001751922893849
0.000486739816313267,0.00212164480414918,1.51057974175227,0.47085223547847,0.0104184833886937,0.00782152762559039,0.00180306689075157
0.00348970988331256,0.00447255602946498,3.29354968895239,0.431758585835448,0.00739815149310313,0.00818414973078846,0.00047465789781927
0.000440165363790832,0.00239569468750322,1.63810925330121,0.500365908578749,0.0093747415859805,0.00966971120929071,0.000960102327407748
0.00130228763377653,0.00293622044472525,1.53152530995168,0.459640023507146,0.00946530456667498,0.00536267929482675,0.00150927849388401
0.00829997691414555,0.000633062394879674,1.73407650747407,0.488940947900226,0.00799515404827744,0.00832176643303073,0.000771182868557155
0.00765766846511602,0.0023885863809254,1.86357187769917,0.41776002868206,0.00672440272664377,0.00861646107604071,0.000447098854366247
0.0021011800768048,0.00678999947490064,2.76561764243296,0.357574366664994,0.0108683107194286,0.00715365186915132,0.000117153324303669
0.00333499560115736,0.00576282226213902,3.04579143323126,0.391977290646846,0.00798209644496491,0.00949040997967998,3.76999578365175e-05
0.00382745073767005,0.00345804136159485,2.62507200690488,0.434624316893273,0.00937527241577656,0.00813037731473529,0.00119252188504538
0.00302380514694133,0.00355367991862196,2.3195073705434,0.46289332254265,0.0108277582645611,0.00805493062289198,0.000695109561127488
0.00368515329442855,0.00132120789129536,1.72597722643363,0.498870834814827,0.00902465897278153,0.00543368106985151,0.00279994451075374
0.00356827485581936,0.00516880918957307,2.74404387990122,0.398694693468342,0.00879793819265138,0.00631034842095568,0.000274839358603986
0.000397810277483274,0.00210443357152376,3.69569507034812,0.557030346002242,0.00990763429629957,0.00712472102930956,0.00321964941090384
0.00857745391203159,0.000294242221848751,1.5962673382975,0.469381504477801,0.00684077278616646,0.00860883150515498,0.000544385986760013
0.0053197005098195,0.00110404394196445,2.15292215016031,0.516659013873519,0.0110406551295906,0.00739022492702307,0.00137383441740387
0.0109154182639569,0.000944631926523156,1.19744481456442,0.459970242593507,0.00795311326370997,0.00592269217791598,0.000300041158834184
0.00238991693187348,0.00379538216816411,2.50886479097411,0.449447714060181,0.00886768111169097,0.00781352763169563,0.00192711381778084
0.00100491798331589,0.000742632308684708,1.60050363592999,0.502455517342621,0.007574270495851,0.00954673688722876,0.00167564524408581
0.00637561703228171,0.00155918658694877,1.25212438913232,0.459026877666011,0.00976340365021841,0.00692047349764631,0.000522889581723194
0.00334280911266161,0.00312816134239461,2.0706289404928,0.441613784955901,0.0080837288070757,0.0101988688846538,0.000509657067446107
0.00289932254636846,0.00496595722498925,1.93212468255238,0.386765135079965,0.00850987629362719,0.00892186790735358,0.000292338887058492
0.00273456318754969,0.0059472058998779,3.42520670255843,0.403916116225311,0.0106745796127894,0.00642143601422882,0.000711895910214592
0.00266787663059616,0.00388657581743574,0.781295640610622,0.399016300127728,0.00905400056463538,0.00803044062647734,0.000304658269048994
0.00169392270127626,0.00117315540193171,2.73613416650425,0.499114073399596,0.00828502129000296,0.00950282388362375,0.00036639242952248
0.0108000359247085,0.000557455508854027,1.09041777182459,0.469236670872881,0.00714261000739853,0.00865123438935966,0.000899015379899787
0.00241165473707321,0.00361128640571512,0.969380426481655,0.428950264411082,0.00980670751615257,0.0061358205425206,0.00142938138566419
0.00156848704616285,0.00470319811655987,2.29370260007946,0.39632481631548,0.0117394600325904,0.0065720858796569,0.000179121676321878
0.00211902122564132,0.0011279357257608,3.7914640574507,0.567380544633184,0.00816495664547984,0.00580596447797062,0.00396298304188386
0.000495084579794533,0.000735097143394121,1.02574009906768,0.481801402220288,0.011667236991631,0.005275498674681,0.00116315107225597
0.00486168617128325,0.0023788128754715,1.8162355742665,0.468083371988231,0.00764694392196028,0.00722535524895092,0.000733212474464051
0.0025070555331432,0.00319552919190032,3.37298523604841,0.497168373166242,0.00976508927944265,0.00688068429808664,0.00136158269752884
0.0020344090765471,0.0021396219024128,0.127725894305276,0.458914151115715,0.00833719236278143,0.00641502551505107,0.00069583795711076
0.0107779679791704,0.00377628776029438,2.19906193204633,0.356062297911286,0.00578364766080066,0.00832720294858645,0.000190498976783129
0.000622336198142951,0.0015697156196665,3.01684606687275,0.522862103386819,0.010157165891198,0.00807943483283668,0.00202529211174543
0.0108821720637705,6.432674448135e-05,1.28674972216784,0.454321513665208,0.00721402301617477,0.00679862094302953,0.000896343586974052
0.00376676029602392,0.00217735980899164,2.07705922875035,0.458726286359891,0.00745995598542695,0.00640143415423009,0.00118036056252963
0.00167617686022109,0.000961438687783763,1.52415368089408,0.509073903326327,0.00866066166736431,0.00818817737416689,0.00114326758155906
0.00162055511037011,0.00154555800789455,2.93381978821491,0.517641748603854,0.00971243688427554,0.00970814559966051,0.00097192409284395
0.00747757241033678,0.000676881679473256,2.00448478209803,0.484065176429491,0.00906085580956581,0.00758222143845574,0.000372673105941755
0.00201001690850673,0.00215075661103238,3.58363818560508,0.538083873841678,0.0122215736411336,0.00391827149571733,0.00327287385508849
0.00806887363864355,0.00180696433049629,0.397952084380724,0.408072120659988,0.00813422788008358,0.00745875071535344,0.000764083821073624
0.00125411376462322,1.33365391596054e-05,2.1646778762739,0.583353775888902,0.00854917134499678,0.0112002290649976,0.00082286099558718
0.00478130665354733,0.00179537531317819,2.66135194924241,0.489661991967969,0.00739237095654222,0.00618731917848848,0.00225977741855846
0.00374743938289084,0.00204637459932981,2.58110234964903,0.466390515098316,0.0100270569766908,0.00780549354279768,0.000725917515105502
0.00251238444157063,0.00143920598613559,2.51945920714264,0.507435803637498,0.0106816400591522,0.00568595139586547,0.00103319470419388
0.0030097933553655,0.00176478576845492,2.86216907276056,0.526208139008354,0.0102833911453754,0.00665386833884072,0.00287086133689271
0.00315182655985937,0.00114180643096202,0.499285530425079,0.485865448657218,0.00921752884158832,0.00732844279065506,0.00152100442500615
0.00502469281514178,0.0028148396308157,2.85034624590799,0.458236746748932,0.00874647712322966,0.00763503739960288,0.000983955221816724
0.00111571682857989,0.0032527867141844,3.27315527666478,0.500801261937879,0.0131143252079191,0.00449959666595676,0.00246931255070973
0.00111468965347733,0.000527501210378246,2.46930642651463,0.518939142201491,0.0103072100103877,0.00577329952742846,0.00211374412414287
0.000990981918829217,0.000797583401105265,2.27082747046303,0.495309397608388,0.0115962901339074,0.00737407544586691,0.00168269951268128
