"betaAA","phi","kappa","alpha","zeta","betaHD","betaHI"
0.0333786385713548,0.0906583167639952,99.7378623301478,0.472399549081007,0.00231530144569201,0.0154436189276741,0.00420482580408645
0.0249652977666308,0.21201234674852,77.7775817154051,0.290690214456595,0.00102996838649445,0.0304382706112353,0.00117316371695346
0.009778472064413,0.182196905212669,61.1975194369491,0.368434043275498,0.00184207321966603,0.0362047227340956,0.00385674735107264
0.0171965011940264,0.14956489960553,74.6556592667546,0.0571663996878046,0.00128267106756932,0.0472395272591034,0.000313303451716631
0.0258394706913893,0.138696229234817,80.2323559411851,0.443842110346734,0.00165655910928082,0.0450604491513131,0.00460895412539249
0.0141109955565201,0.210131983398327,83.8227176957323,0.482333777950836,0.00130615517556935,0.0378256422562204,0.00511780879262099
0.00594295374492711,0.145494377873949,76.3400356342012,0.243489782177312,0.00236177536672875,0.0477055366754178,0.00269766063756045
0.0219909324924247,0.214339931997548,79.1901430030229,0.202667903156316,0.00113977096926569,0.045140785098472,0.00155243045209544
0.0183838593496928,0.251941584365979,83.5015329258469,0.202978267096662,0.00174465521208197,0.0316616396843914,0.00189723944523293
0.0181807880033979,0.326453976883034,97.7185791347276,0.173232112229125,0.00253007099098664,0.0343395273789619,0.00158687801639639
0.00420761292772336,0.202828672278343,92.1088361066931,0.531838939346558,0.00110648784612172,0.0388929594991499,0.00734482691082672
4.63800083134657e-05,0.0491628625900602,6.20698378552625,0.422432720725028,0.000518343500527626,0.0329285958637207,0.00184973044107729
0.0135365285102747,0.30639683229286,89.0454527052155,0.243895274394392,0.00275445858212848,0.0262599147026381,0.00251399006395288
0.00617099539789163,0.112967963010139,74.1518089213736,0.725498475643015,0.00307748909820187,0.0272549527266015,0.00924290316290317
0.0196136020822546,0.255542620445127,83.8685222272876,0.287119212128359,0.00210112792034822,0.0310232955400511,0.00297557203636013
0.0249051187880657,0.200991216237007,67.4357035782946,0.151387024934374,0.00115098755819385,0.0446866819784481,0.00122705842480227
0.0197162090454577,0.250951607668843,75.1606677797527,0.00300346876788038,0.00139578677506201,0.0329889841232346,0.000574106771917605
0.0193508649514026,0.0740222736180298,31.4522762602414,0.317334773438224,0.00080709958424606,0.0406831903893682,0.00318754853732615
0.00082991754598246,0.152292277393882,40.4402898835907,0.340736286169765,0.00115386140713088,0.0323952403565794,0.000921698399346087
0.0108722036194264,0.0841337984277662,55.8532827761525,0.525529828511335,0.00130904437260792,0.0304960411475209,0.00417552242641211
0.00356459637918181,0.0853520604890629,23.7521834608122,0.175658367563603,0.00104541606395296,0.041527836003426,0.00116705729698796
0.00789478985180397,0.20644068496524,73.6433284630571,0.133544917599315,0.00119790112801047,0.0488233283012828,0.000570467311937012
0.00260851565855911,0.174231182977015,64.4975278409142,0.475189274864678,0.00170933740318282,0.0151960447999587,0.00236519646708844
0.00882750749093488,0.241294959918433,88.8668411119922,0.36865719105948,0.000987534995883887,0.039427963065761,0.0022548073742619
0.00795881640356858,0.238582732274293,87.5796090683962,0.157042099592683,0.00203814300519185,0.0380547890494,0.00065266133832659
0.0117265124723406,0.0979471464161917,56.2189197551799,0.450022971021172,0.00197640091515745,0.0491236098628226,0.00500276798022639
0.017226263406402,0.177651741751495,67.7843814887963,0.221464724336511,0.00140257624600409,0.0399802173095123,0.00106225159864903
0.0248896580501638,0.154210636526422,88.7713327343536,0.47203376509163,0.00192378494565773,0.0384385608113769,0.00294300395594293
0.00561088863770728,0.187545245468129,82.9717789554247,0.593596601483413,0.00219148413292929,0.0250528587509917,0.00164993133227349
0.018539108843995,0.17979096880864,79.9148524719309,0.308191385555865,0.00205299248131803,0.0404321150520374,0.00243091264764188
0.018705263916068,0.225370708147432,77.5477539513659,0.404662412639455,0.00109015708920055,0.0278167663942048,0.00295037462744498
0.00445248933392414,0.253418490961468,69.3261289721599,0.326114452565232,0.00156693001019444,0.0267586984886483,0.00111953354080911
0.0140627872924598,0.221052802272458,80.5232694306415,0.365437209239874,0.001490689543505,0.03486860945538,0.00224059702757526
0.0142021282092671,0.245997915102539,88.8544072680776,0.509433134100935,0.00324853337990021,0.0405315869552599,0.00383900452696896
